DateTime,FrameFilePath,Confidence,X,Y,Width,Height,FaceID
,camera_web/images/frames/676627a7-c459-4b11-935e-42b73bc73e9c.jpg,7.336652078607585,624,293,96,96,1
,camera_web/images/frames/465a9aa7-12ee-4511-b8a9-3089ff29b0de.jpg,8.160555947979447,588,342,76,76,1
,camera_web/images/frames/e04b13f6-9350-473b-a8b2-db3e92f723b8.jpg,8.024827252782416,535,458,60,60,1
,camera_web/images/frames/61fdfd7f-4bd8-4707-897f-330ea71de4ef.jpg,6.237842161848676,559,397,57,57,1
,camera_web/images/frames/66e9503f-f505-4fc7-abb5-c5340684d512.jpg,7.506919148552697,570,389,61,61,1
,camera_web/images/frames/38084b68-d390-4425-bd04-f5a23c243b13.jpg,10.518368085555268,508,302,89,89,1
,camera_web/images/frames/4cdc5ba6-8636-4afc-9d4f-e5a6239c244a.jpg,9.568160246533807,544,242,105,105,1
,camera_web/images/frames/9d5f600c-2eed-4115-8547-cbddb44dd60f.jpg,5.172727015975397,519,191,117,117,1
,camera_web/images/frames/bd28caeb-1b78-481b-a6ae-636cc8700d4b.jpg,5.670077114540618,435,96,141,141,1
,camera_web/images/frames/be4e0ed6-4c86-4c91-ab98-97f18a8a9ace.jpg,6.563090071256738,485,132,132,132,1
,camera_web/images/frames/794692b5-c781-40d0-9ae7-e29321090aa4.jpg,9.708672138571274,558,196,116,116,1
,camera_web/images/frames/e0134a22-83b0-4b17-af7b-4c477172a75e.jpg,7.503374092455488,511,252,104,104,1
,camera_web/images/frames/3b799979-b6f3-43a9-9fa1-65a39785b710.jpg,8.982387087016832,532,290,90,90,1
,camera_web/images/frames/6e132794-a158-49f9-8481-a39796ad9411.jpg,4.716338174592238,527,277,91,91,1
,camera_web/images/frames/3d953fa0-a8f5-4217-b4aa-8d637daaceb3.jpg,3.2535109652089886,600,573,56,56,1
,camera_web/images/frames/6de1e2b6-82dd-49ab-a91a-3b8f4e32b4fa.jpg,9.338052098813932,636,162,117,117,1
,camera_web/images/frames/6dd0977d-b6f7-44b7-b231-e5e779bd49ee.jpg,8.7666921565542,634,229,104,104,1
,camera_web/images/frames/26725d5e-67e2-4fad-95a8-5c188810ac05.jpg,6.590533047157805,604,261,97,97,1
,camera_web/images/frames/d0a0ed72-dc7f-4520-9f1c-94defd5ec4f6.jpg,7.429364166397136,573,262,98,98,1
,camera_web/images/frames/e2f12fde-f746-4e26-a146-e29c150f165f.jpg,0.7280580321676098,14,450,163,163,1
,camera_web/images/frames/d964d601-a44d-454a-8b4b-fd7443a0d11a.jpg,3.3440380647662096,601,312,85,85,1
,camera_web/images/frames/8d098355-8686-46b7-b164-aa2de3a8e7aa.jpg,7.004363188461866,548,356,71,71,1
,camera_web/images/frames/b5f614da-cd6f-4c0e-a245-920578fad97b.jpg,4.261652125918772,517,383,62,62,1
,camera_web/images/frames/6880f9a9-115c-4e3a-88a9-b681918d3aef.jpg,6.795957135676872,577,386,61,61,1
,camera_web/images/frames/e2d5d2c5-f714-4459-b3cb-0744e35edcae.jpg,6.157429105311167,592,390,60,60,1
,camera_web/images/frames/a931745f-ef3e-4210-b46e-314fd913cf0d.jpg,6.9555431345361285,601,385,60,60,1
,camera_web/images/frames/055d3c9e-1f47-43b5-84f7-0b1b58295e10.jpg,6.413161138014402,598,378,64,64,1
,camera_web/images/frames/6d6bb8b9-c51a-48f9-9cdb-cddc95a7f4a5.jpg,6.768133134988602,527,363,69,69,1
,camera_web/images/frames/f7bc9c7d-9637-4c15-93fc-208ec2cd822e.jpg,10.08643209649017,521,332,82,82,1
,camera_web/images/frames/2e6bafd2-dec5-4a1a-b318-bf74883e9478.jpg,9.480741192295682,558,278,95,95,1
,camera_web/images/frames/57444c8f-5e15-4e7d-ad61-7fbd06b1a00c.jpg,8.801806145289447,547,229,105,105,1
,camera_web/images/frames/486c2ada-e775-4b80-925f-656cfc76e7f8.jpg,9.005677025241312,556,213,105,105,1
,camera_web/images/frames/c5a73701-cf79-43d6-9892-f1e42e336876.jpg,5.744981112598907,396,151,124,124,1
,camera_web/images/frames/745ee81f-94b8-4199-8f0c-d4e43e6bf707.jpg,1.7104149464867078,11,447,169,169,1
,camera_web/images/frames/a3e54382-4a67-434e-bf56-ee33ff2af2ca.jpg,0.6893429592601024,11,448,166,166,1
,camera_web/images/frames/50cffafd-ff95-4481-88bd-6ea0cfb15287.jpg,0.9763990858918988,12,448,166,166,1
,camera_web/images/frames/2461aaa5-0112-48b1-a515-a7dfe5d84cde.jpg,4.993507093400694,534,279,99,99,1
,camera_web/images/frames/888ebfee-f733-4184-849a-4b90176afef5.jpg,6.613321136857849,499,290,94,94,1
